Full_Name,Email,Phone,Address,Order_Date,Product,Price,Quantity,Remarks
John Singh,user330@example.com,9604510181,  Delhi  ,25-07-2020,Mobile,33933.47,1,ok!!!
Meena Reddy,user359@example.com,7738678375,  Chennai  ,01-03-2020,Camera,40532.82,4,  deliver fast  
Meena Singh,user369@example.com,6968386519,  Delhi  ,25-01-2021,Laptop,12533.34,5,  urgent  
Meena Sharma,user66@example.com,6547078543,Delhi!!!,26-08-2025,Mobile,46231.19,2,  urgent  
Meena Kumar,,8811308429,Chennai!!!,04-03-2024,Tablet,28770.33,2, !!!
Raj Singh,user495@example.com,7332797835,Hyderabad!!!,18-07-2024,Tablet,13901.29,10,ok!!!
Meena Sharma,user86@example.com,9725760116,  Hyderabad  ,05-07-2021,Tablet,21002.21,4, !!!
Anu Sharma,user106@example.com,8705247468,  Hyderabad  ,18-11-2020,Mobile,32799.16,8,review!!!
Anu Das,user441@example.com,6478326380,Bangalore!!!,11-10-2023,Mobile,11911.48,7,  review  
Kiran Sharma,user75@example.com,9725620290,Delhi!!!,28-01-2024,Camera,7319.9,10,review!!!
Kiran Kumar,user114@example.com,6268266193,  Mumbai  ,25-05-2023,Laptop,21607.12,7, !!!
Meena Kumar,user380@example.com,6829994031,Delhi!!!,07-09-2024,Mobile,9849.61,9,urgent!!!
Meena Singh,user410@example.com,6271795492,  Chennai  ,26-07-2021,Camera,34300.15,9, !!!
Meena Sharma,user138@example.com,6207206681,Bangalore!!!,12-12-2020,Camera,40172.36,4,  ok  
Anu Singh,user365@example.com,6827206241,Delhi!!!,16-11-2022,Tablet,3519.08,2,review!!!
Anu Singh,user42@example.com,9772752444,  Hyderabad  ,09-09-2022,Laptop,7836.12,5,  urgent  
Anu Kumar,user136@example.com,6867274260,  Bangalore  ,20-10-2025,Tablet,46619.69,4, !!!
Anu Singh,,,Bangalore!!!,15-05-2021,Headphones,45441.21,1,  urgent  
Meena Sharma,user446@example.com,8277842465,Bangalore!!!,01-01-2023,Tablet,39283.6,1,  ok  
Kiran Reddy,user349@example.com,9843198337,Mumbai!!!,15-11-2025,Headphones,26790.07,5, !!!
John Sharma,user215@example.com,9351057642,  Hyderabad  ,21-03-2021,Camera,36546.75,7,     
Raj Singh,user470@example.com,8825281977,Delhi!!!,11-01-2024,Laptop,48572.08,7,review!!!
John Das,user429@example.com,8848840613,  Chennai  ,18-05-2025,Tablet,19289.9,9,urgent!!!
Raj Singh,user418@example.com,9441424058,Bangalore!!!,04-01-2024,Headphones,32194.34,3, !!!
Kiran Singh,user78@example.com,9436310917,  Delhi  ,05-05-2024,Headphones,11045.63,9,  review  
Anu Reddy,user391@example.com,6576789799,Bangalore!!!,19-05-2023,Mobile,26859.09,3, !!!
Meena Singh,user415@example.com,6607985399,  Bangalore  ,16-03-2023,Tablet,18720.1,9,deliver fast!!!
Anu Das,user18@example.com,9569048574,Delhi!!!,21-01-2025,Tablet,35244.58,10,review!!!
John Kumar,user221@example.com,8410282250,  Hyderabad  ,05-06-2024,Laptop,1230.17,3,ok!!!
Meena Kumar,user242@example.com,8570196384,Delhi!!!,10-12-2022,Mobile,18147.06,4,  urgent  
Kiran Singh,user402@example.com,9091537694,  Mumbai  ,04-10-2020,Camera,21450.75,1,  deliver fast  
Anu Reddy,user488@example.com,9491080969,Bangalore!!!,14-08-2024,Camera,15346.23,7,review!!!
Kiran Das,user12@example.com,8755773139,Chennai!!!,03-12-2022,Camera,3323.07,10, !!!
Anu Das,user23@example.com,8341002578,Bangalore!!!,01-03-2025,Camera,25815.26,6,urgent!!!
Meena Singh,user377@example.com,8521228806,Delhi!!!,17-04-2025,Tablet,45578.22,3,deliver fast!!!
Meena Sharma,user357@example.com,6571685082,Delhi!!!,12-06-2023,Laptop,29299.57,9,review!!!
John Singh,user444@example.com,8466600828,  Hyderabad  ,20-09-2023,Laptop,14676.46,1,ok!!!
Kiran Reddy,,,Hyderabad!!!,06-10-2020,Headphones,10239.74,8,  ok  
Raj Kumar,user407@example.com,9889309323,  Bangalore  ,06-03-2021,Camera,12774.1,4,ok!!!
Meena Reddy,user343@example.com,9597673777,  Hyderabad  ,03-05-2025,Camera,15677.66,9,ok!!!
Meena Singh,user107@example.com,8621191469,  Mumbai  ,24-01-2021,Mobile,32346.19,2,  urgent  
Anu Kumar,user483@example.com,,  Bangalore  ,15-09-2024,Mobile,1185.47,7, !!!
Raj Sharma,user97@example.com,6375683671,Mumbai!!!,13-01-2022,Mobile,23817.76,4,urgent!!!
John Singh,user444@example.com,8764424545,Hyderabad!!!,11-05-2020,Mobile,13949.34,1, !!!
Anu Kumar,,8114532611,  Mumbai  ,05-02-2022,Tablet,11818.06,6,  urgent  
Anu Reddy,,9370423517,Delhi!!!,25-04-2024,Headphones,31895.75,1,  deliver fast  
Meena Das,user183@example.com,,  Bangalore  ,06-03-2022,Headphones,16145.13,6,ok!!!
Meena Kumar,user285@example.com,,  Hyderabad  ,10-11-2020,Headphones,9803.56,9,review!!!
Meena Kumar,user83@example.com,8263138531,  Chennai  ,24-11-2022,Headphones,42790.22,4,urgent!!!
Meena Das,user314@example.com,9132298963,Chennai!!!,18-01-2025,Camera,43177.9,2, !!!
Anu Sharma,user226@example.com,8411411950,Hyderabad!!!,08-03-2020,Tablet,48809.98,4,  deliver fast  
Anu Kumar,user7@example.com,9856036462,Hyderabad!!!,17-06-2020,Mobile,29298.13,4, !!!
Anu Reddy,user443@example.com,8827379748,Hyderabad!!!,16-09-2020,Tablet,19851.25,1,deliver fast!!!
Meena Kumar,user216@example.com,6659007755,  Mumbai  ,05-06-2022,Laptop,18453.82,6,review!!!
Kiran Das,user157@example.com,8984943237,Delhi!!!,24-11-2022,Headphones,47564.14,3,  ok  
John Singh,user443@example.com,9005943455,  Chennai  ,19-12-2020,Tablet,11446,8,  ok  
Meena Kumar,,8959758359,  Bangalore  ,02-08-2023,Headphones,20145.09,3,urgent!!!
Kiran Reddy,user250@example.com,7213543818,Bangalore!!!,06-04-2025,Camera,25246.07,3,  deliver fast  
Kiran Das,user430@example.com,9557088521,  Mumbai  ,20-02-2023,Tablet,20560.96,6,  review  
Kiran Reddy,user177@example.com,9862041520,Hyderabad!!!,20-02-2024,Camera,47912.08,9,deliver fast!!!
Anu Sharma,,9755158877,  Chennai  ,05-02-2020,Camera,4771.52,6,     
Raj Reddy,user314@example.com,7029315021,  Mumbai  ,21-01-2024,Mobile,5613.34,3,  review  
Meena Das,user273@example.com,9108592814,  Bangalore  ,15-01-2023,Mobile,21457.63,5,     
Kiran Das,user236@example.com,8939625625,Delhi!!!,12-03-2020,Camera,18190.94,7,review!!!
Anu Reddy,user107@example.com,8062517604,  Chennai  ,28-12-2023,Laptop,1096.23,8, !!!
Raj Reddy,user21@example.com,6319731106,  Mumbai  ,19-12-2023,Tablet,17907.2,2,  deliver fast  
John Sharma,user90@example.com,6709436448,Bangalore!!!,15-10-2024,Camera,8499.08,5,ok!!!
Anu Singh,user451@example.com,9820018284,Delhi!!!,07-11-2025,Laptop,1080.38,3, !!!
John Reddy,user221@example.com,8172527397,Hyderabad!!!,01-05-2024,Headphones,24441.01,6,  deliver fast  
Anu Kumar,user456@example.com,8301277945,Bangalore!!!,07-02-2024,Tablet,8311.47,9,  deliver fast  
Kiran Singh,user491@example.com,8486163761,  Chennai  ,24-08-2025,Camera,45131.81,5,  urgent  
John Kumar,user454@example.com,7032931741,Chennai!!!,22-01-2024,Mobile,19016.79,7,ok!!!
Meena Singh,user305@example.com,6384316696,  Chennai  ,03-09-2021,Headphones,8911.98,9,  ok  
Raj Reddy,user257@example.com,7798411264,Mumbai!!!,15-10-2022,Camera,43920.5,3,ok!!!
Anu Reddy,user237@example.com,7005536031,  Mumbai  ,22-07-2024,Headphones,8657.14,8,review!!!
Raj Das,user237@example.com,6460990744,  Hyderabad  ,13-02-2022,Tablet,6570.25,9,  ok  
Anu Das,user165@example.com,6714515625,  Delhi  ,18-08-2021,Tablet,40969.54,4, !!!
Anu Das,user39@example.com,8864657324,Mumbai!!!,19-10-2021,Camera,10690.42,8,ok!!!
Raj Kumar,user241@example.com,9177315099,  Delhi  ,06-07-2021,Headphones,26084.65,6,urgent!!!
Raj Sharma,user424@example.com,7657739086,  Mumbai  ,03-12-2024,Mobile,35024.72,10,urgent!!!
Anu Sharma,user327@example.com,7486001258,  Bangalore  ,01-09-2023,Headphones,15256.23,2,deliver fast!!!
Raj Das,user117@example.com,7798184356,Delhi!!!,24-05-2024,Headphones,32919.61,6, !!!
Raj Kumar,user273@example.com,7376179416,  Chennai  ,13-02-2025,Tablet,41292.02,8,  deliver fast  
Kiran Kumar,user191@example.com,,  Hyderabad  ,17-03-2024,Camera,27699,6,urgent!!!
Kiran Singh,user129@example.com,7771827358,Mumbai!!!,02-03-2022,Camera,22188.52,4,  review  
Raj Singh,user246@example.com,7049674900,Mumbai!!!,12-05-2020,Laptop,10781.57,8,review!!!
Raj Das,user69@example.com,9103707534,  Chennai  ,15-11-2022,Laptop,10652.5,4,ok!!!
Anu Das,user200@example.com,,  Delhi  ,04-01-2021,Camera,41077.47,10,ok!!!
Meena Sharma,user164@example.com,8620660560,  Mumbai  ,08-08-2022,Headphones,12780.88,7,urgent!!!
Kiran Kumar,user283@example.com,,  Chennai  ,18-04-2023,Tablet,24982.24,7,  deliver fast  
Kiran Reddy,user190@example.com,9523919444,  Delhi  ,17-06-2022,Tablet,49197.87,3,     
Kiran Singh,user348@example.com,,Hyderabad!!!,14-05-2021,Tablet,37068.33,1,     
Meena Kumar,user202@example.com,9842402048,  Delhi  ,10-04-2020,Camera,8722.33,10,ok!!!
Meena Kumar,,7404623192,Hyderabad!!!,23-06-2020,Tablet,7636.97,6, !!!
Meena Kumar,user1@example.com,6199310817,  Bangalore  ,18-03-2022,Tablet,38413.21,2, !!!
Raj Reddy,user463@example.com,8970733602,  Chennai  ,18-03-2021,Camera,5079.67,5,  deliver fast  
John Kumar,user74@example.com,,Delhi!!!,11-09-2022,Headphones,34825.69,8,  deliver fast  
Anu Sharma,,9438476735,Bangalore!!!,04-01-2024,Laptop,31086.26,5,deliver fast!!!
Anu Singh,user267@example.com,7821997008,  Delhi  ,05-09-2022,Headphones,29828.52,4,     
Meena Sharma,user496@example.com,7656788180,Mumbai!!!,01-03-2020,Tablet,41157.17,10,ok!!!
Meena Reddy,user222@example.com,8589098546,  Hyderabad  ,03-07-2024,Laptop,8894.93,1,ok!!!
John Singh,,,Hyderabad!!!,06-03-2021,Mobile,34213.21,1,  deliver fast  
Anu Das,user283@example.com,8982434571,  Mumbai  ,06-08-2020,Laptop,43101.86,3,     
Raj Kumar,user327@example.com,7000265736,Delhi!!!,14-11-2021,Tablet,5141.21,9,  review  
Kiran Sharma,user110@example.com,7657511857,Hyderabad!!!,14-11-2023,Laptop,10742.08,9,urgent!!!
John Singh,user153@example.com,8895346396,  Delhi  ,26-08-2024,Headphones,29075.42,10,  deliver fast  
Kiran Sharma,user267@example.com,8241330195,Bangalore!!!,19-05-2022,Tablet,2583.37,1,  urgent  
John Kumar,,7295710565,  Chennai  ,09-06-2020,Tablet,18098.07,7,  review  
John Sharma,user449@example.com,9747215617,Chennai!!!,27-11-2020,Headphones,8588.48,2,     
Kiran Das,user160@example.com,6910316433,Hyderabad!!!,08-05-2020,Mobile,22244.4,5,  deliver fast  
Anu Kumar,user366@example.com,9437686977,Hyderabad!!!,18-05-2020,Camera,23213.67,9,review!!!
John Singh,user127@example.com,,Mumbai!!!,18-03-2022,Tablet,33139.87,10,  deliver fast  
Kiran Das,user369@example.com,8193943358,  Bangalore  ,07-01-2025,Headphones,29376.68,10,     
Anu Reddy,user282@example.com,7075637718,Delhi!!!,05-03-2020,Tablet,25336.19,3,  urgent  
Anu Das,user296@example.com,6653803875,Chennai!!!,28-08-2022,Tablet,21528.49,7,  review  
Kiran Reddy,user468@example.com,,Chennai!!!,27-12-2021,Tablet,28289.3,5,urgent!!!
Raj Reddy,user46@example.com,6015936674,Hyderabad!!!,15-07-2025,Tablet,22409.99,7,     
Raj Kumar,,9407723734,  Bangalore  ,21-02-2021,Laptop,49619.46,6,  deliver fast  
Meena Das,user442@example.com,7198993803,  Hyderabad  ,06-05-2021,Camera,48145.42,8,urgent!!!
John Das,user312@example.com,,Hyderabad!!!,10-02-2021,Mobile,41895.74,7, !!!
Raj Sharma,user208@example.com,7333624823,Mumbai!!!,18-12-2022,Laptop,28355.88,2,  ok  
Kiran Sharma,user132@example.com,6929999428,Delhi!!!,12-09-2022,Mobile,37023.92,8,review!!!
Raj Kumar,user265@example.com,,Bangalore!!!,18-04-2023,Laptop,41991.63,10,review!!!
Anu Reddy,user47@example.com,8207033987,  Delhi  ,25-03-2020,Laptop,39331.44,5,  urgent  
Anu Singh,user19@example.com,9348459526,  Mumbai  ,07-05-2025,Headphones,24335.21,3,  urgent  
Meena Kumar,user311@example.com,8325617241,  Mumbai  ,17-03-2023,Headphones,33753.28,2,deliver fast!!!
Raj Sharma,user306@example.com,9686071423,  Chennai  ,14-10-2021,Tablet,42463.37,8,deliver fast!!!
Anu Sharma,user194@example.com,6985941795,Mumbai!!!,02-03-2021,Headphones,13325.72,3,ok!!!
Meena Reddy,user109@example.com,8422188492,  Delhi  ,21-05-2024,Laptop,13958.27,10,     
Raj Das,user83@example.com,7070444420,  Delhi  ,13-08-2023,Camera,43213.69,6,deliver fast!!!
Meena Das,user486@example.com,,  Bangalore  ,19-08-2022,Tablet,17662.73,4,urgent!!!
Anu Kumar,user493@example.com,8815771617,Delhi!!!,08-11-2022,Tablet,46077.38,1,     
John Reddy,user375@example.com,8553091067,  Hyderabad  ,17-07-2021,Camera,10914.05,8, !!!
Kiran Reddy,user349@example.com,7077082808,Delhi!!!,10-03-2024,Tablet,24192.12,4,  deliver fast  
Anu Kumar,user260@example.com,8438954081,  Mumbai  ,19-08-2024,Camera,23744.19,7,  urgent  
Anu Kumar,user61@example.com,7306645565,  Bangalore  ,06-03-2020,Tablet,11982.68,7,urgent!!!
Meena Kumar,user246@example.com,8001583171,Bangalore!!!,07-12-2025,Laptop,22052.77,10, !!!
John Das,user187@example.com,7610098317,  Bangalore  ,22-04-2020,Mobile,11707.72,2,     
John Das,user238@example.com,6335649347,  Hyderabad  ,12-11-2021,Tablet,10291.77,1,urgent!!!
Kiran Singh,user143@example.com,9383381461,Chennai!!!,28-03-2023,Tablet,9490.64,1, !!!
Anu Sharma,user58@example.com,9776857796,  Chennai  ,24-11-2020,Laptop,26120.74,1,deliver fast!!!
Raj Kumar,,9580566502,  Chennai  ,07-08-2021,Camera,15244.36,3,  urgent  
Meena Reddy,user94@example.com,6327941945,Chennai!!!,10-11-2022,Laptop,38733.2,10,deliver fast!!!
Anu Sharma,,,Hyderabad!!!,17-06-2024,Mobile,1020.66,5,  ok  
Meena Kumar,user451@example.com,,  Hyderabad  ,26-08-2022,Camera,9520.51,10, !!!
John Sharma,user423@example.com,6569674812,  Delhi  ,10-08-2025,Laptop,48610.84,9,  deliver fast  
Kiran Das,user21@example.com,8513763817,  Delhi  ,13-05-2023,Camera,42159.38,6,review!!!
Kiran Das,user45@example.com,,  Bangalore  ,23-08-2024,Laptop,29251.92,3,  ok  
Raj Kumar,user383@example.com,9844408926,Hyderabad!!!,04-01-2022,Tablet,48248.74,8,review!!!
Kiran Kumar,user377@example.com,,  Mumbai  ,23-07-2022,Camera,14433.79,7,urgent!!!
Kiran Reddy,user246@example.com,7866104972,  Delhi  ,15-12-2025,Mobile,2040.87,3,  ok  
Kiran Das,user395@example.com,7308547179,  Mumbai  ,03-04-2024,Camera,49293.54,10,  ok  
Raj Sharma,user451@example.com,,Bangalore!!!,05-02-2024,Tablet,33388.1,1,deliver fast!!!
Meena Sharma,user297@example.com,6577971214,  Hyderabad  ,21-02-2020,Mobile,36817.99,1,review!!!
Meena Das,user304@example.com,7314951100,  Delhi  ,01-07-2020,Mobile,8086.36,7,     
Raj Das,user423@example.com,9735262090,Bangalore!!!,08-01-2024,Headphones,22970.79,6,  urgent  
Meena Sharma,user225@example.com,,Bangalore!!!,27-05-2023,Laptop,14713.19,3,  urgent  
Anu Reddy,user375@example.com,,  Delhi  ,11-01-2020,Headphones,48836.5,8,deliver fast!!!
Meena Reddy,user22@example.com,8253177648,  Bangalore  ,15-12-2020,Laptop,35138.09,2,     
Meena Reddy,user444@example.com,,Mumbai!!!,18-06-2025,Camera,2857.12,3,deliver fast!!!
Anu Singh,user145@example.com,7528691397,  Chennai  ,02-10-2023,Laptop,27821.99,3,  ok  
Meena Kumar,user433@example.com,,Bangalore!!!,25-08-2023,Camera,22197.56,4,ok!!!
Kiran Kumar,user442@example.com,6664229761,Bangalore!!!,05-02-2023,Laptop,48284.93,7,  review  
Anu Singh,user414@example.com,6577473424,  Chennai  ,04-08-2025,Headphones,11936.11,4,  urgent  
Anu Sharma,user466@example.com,,Chennai!!!,03-01-2021,Camera,26376.49,7,urgent!!!
Anu Sharma,user139@example.com,9998114890,  Mumbai  ,16-07-2020,Mobile,12519.63,8,urgent!!!
Raj Singh,user167@example.com,,  Bangalore  ,28-11-2021,Headphones,35690.23,4,  deliver fast  
John Das,user390@example.com,6172394528,  Chennai  ,13-06-2023,Headphones,1460.68,6,     
John Singh,user415@example.com,,Bangalore!!!,23-09-2025,Camera,27304.11,6,ok!!!
Kiran Sharma,user98@example.com,6881187823,  Chennai  ,25-12-2023,Headphones,42565.45,4,  urgent  
Meena Sharma,user486@example.com,6962337852,  Hyderabad  ,02-06-2024,Headphones,21280.66,8,deliver fast!!!
John Kumar,,,  Chennai  ,20-06-2025,Camera,48571.68,4,  urgent  
Anu Reddy,user415@example.com,,Chennai!!!,18-05-2024,Camera,31742.72,6,ok!!!
Raj Reddy,,8706817239,  Chennai  ,25-04-2025,Camera,26105.46,3,  ok  
Raj Kumar,user340@example.com,8514412476,Hyderabad!!!,15-09-2025,Headphones,28889.41,5,  urgent  
Anu Kumar,user415@example.com,8195948976,  Hyderabad  ,13-05-2025,Tablet,44805.65,8,  urgent  
Raj Singh,,6715653431,Mumbai!!!,09-10-2025,Camera,25184.27,7,  deliver fast  
Anu Sharma,,7339444120,Delhi!!!,18-06-2021,Laptop,5934.13,3,  ok  
Anu Kumar,user303@example.com,6723824316,  Bangalore  ,19-06-2022,Laptop,27829.34,10,deliver fast!!!
John Kumar,user373@example.com,,  Hyderabad  ,21-05-2020,Tablet,49711.85,8, !!!
Anu Reddy,user176@example.com,6152050277,Delhi!!!,27-06-2022,Tablet,7702,9,  ok  
Kiran Sharma,user141@example.com,6355022620,  Bangalore  ,03-10-2024,Laptop,11699.41,9,ok!!!
Meena Reddy,user143@example.com,6751093109,  Hyderabad  ,09-05-2022,Camera,46886.95,4,     
Raj Reddy,user196@example.com,8965924094,Delhi!!!,02-01-2024,Tablet,40528.11,5,  ok  
John Singh,user76@example.com,6366125253,  Mumbai  ,22-11-2021,Camera,3073.42,9,ok!!!
John Sharma,user415@example.com,7309933097,  Chennai  ,13-10-2021,Headphones,9183.64,4,urgent!!!
Meena Kumar,user187@example.com,8418639639,Chennai!!!,26-11-2024,Laptop,41121.5,3,review!!!
Raj Reddy,user49@example.com,7032227751,  Hyderabad  ,14-04-2021,Mobile,28469.58,3,     
Raj Singh,user199@example.com,6025782958,Chennai!!!,18-02-2024,Headphones,31764.49,1, !!!
John Reddy,user29@example.com,6372791954,Chennai!!!,12-12-2020,Camera,23870.93,10,deliver fast!!!
Kiran Kumar,user125@example.com,9490778717,  Bangalore  ,04-10-2020,Camera,44944.36,5,deliver fast!!!
Raj Kumar,user210@example.com,7786249612,  Delhi  ,08-04-2021,Laptop,9784.97,10,  ok  
Anu Sharma,user289@example.com,8918632369,  Chennai  ,24-08-2023,Camera,42785.01,1,urgent!!!
Raj Singh,user485@example.com,8585807675,Delhi!!!,02-12-2020,Headphones,33681.67,9,  review  
Meena Sharma,user257@example.com,7488827646,  Mumbai  ,13-02-2024,Tablet,28182.87,6,     
Kiran Sharma,user355@example.com,8616920255,  Mumbai  ,18-09-2020,Headphones,2524,5, !!!
John Kumar,user440@example.com,6279762188,Bangalore!!!,05-04-2020,Tablet,9424.44,2, !!!
Meena Das,user121@example.com,7825669685,  Mumbai  ,17-01-2022,Headphones,42117.68,10,  ok  
Meena Das,user488@example.com,7142292284,  Mumbai  ,08-10-2025,Laptop,40126.36,1,     
Anu Kumar,user115@example.com,9496642613,  Chennai  ,18-11-2022,Headphones,27476.01,1,  review  
John Singh,user281@example.com,9524432826,  Bangalore  ,06-12-2021,Mobile,1991.73,8, !!!
John Das,user122@example.com,,Bangalore!!!,09-03-2020,Headphones,31191.12,3,urgent!!!
Meena Singh,user344@example.com,9426420955,Mumbai!!!,16-07-2024,Tablet,15363.67,7,     
John Singh,user280@example.com,,  Bangalore  ,22-11-2025,Headphones,41681.55,3,     
Kiran Reddy,user428@example.com,6948963728,Bangalore!!!,01-11-2023,Tablet,19322.48,4, !!!
Raj Kumar,user303@example.com,,Hyderabad!!!,23-06-2020,Laptop,29420.86,7,ok!!!
Raj Singh,,8322307594,  Chennai  ,28-01-2024,Camera,30238.15,1,  review  
Anu Reddy,user387@example.com,7634482609,Chennai!!!,27-03-2023,Mobile,5898.61,5,  review  
Kiran Sharma,user151@example.com,8236057629,  Delhi  ,04-05-2021,Laptop,43552.81,10,review!!!
John Kumar,user229@example.com,8926160863,  Mumbai  ,13-10-2025,Mobile,38901.04,10,deliver fast!!!
Anu Sharma,user10@example.com,6523720195,  Mumbai  ,15-04-2022,Camera,10269.12,6,deliver fast!!!
Raj Das,,,  Chennai  ,10-05-2020,Mobile,29926.81,10,  deliver fast  
Anu Kumar,user43@example.com,,Bangalore!!!,01-04-2021,Laptop,23906.88,3,  deliver fast  
John Kumar,user27@example.com,6225483731,  Chennai  ,19-02-2020,Laptop,5083.49,6, !!!
Meena Singh,user235@example.com,9951075366,Bangalore!!!,14-10-2023,Headphones,10978.63,8,     
John Reddy,user78@example.com,7437471661,  Hyderabad  ,01-01-2022,Headphones,45197.2,5,  review  
Anu Kumar,user220@example.com,7225672247,  Delhi  ,14-02-2023,Mobile,47428.82,7,  deliver fast  
Anu Reddy,user225@example.com,8755694664,Chennai!!!,08-11-2020,Camera,38070.24,1, !!!
Anu Sharma,user299@example.com,8990442722,  Delhi  ,25-10-2021,Laptop,11205.88,5,  urgent  
Meena Kumar,,7882898908,  Delhi  ,18-01-2022,Headphones,8321.62,10,  ok  
Meena Das,user119@example.com,7661744637,  Mumbai  ,21-06-2021,Tablet,26206.72,2,deliver fast!!!
Kiran Kumar,user238@example.com,6847448733,  Mumbai  ,02-08-2020,Mobile,13418.44,4,  review  
Meena Singh,user11@example.com,8261455834,Hyderabad!!!,04-06-2021,Camera,16392.31,7,ok!!!
John Singh,user302@example.com,7952565781,  Bangalore  ,07-06-2023,Laptop,18813.42,7,  ok  
John Sharma,user290@example.com,7322029817,Delhi!!!,18-12-2022,Camera,32453.13,5,  urgent  
Raj Kumar,user346@example.com,,Bangalore!!!,20-12-2022,Laptop,16647.73,7, !!!
Meena Reddy,user242@example.com,9554775597,Delhi!!!,09-10-2024,Laptop,12179.4,8,urgent!!!
Anu Kumar,user127@example.com,6461789032,Delhi!!!,20-08-2020,Camera,7847.87,6,review!!!
Anu Reddy,user257@example.com,,Bangalore!!!,27-07-2024,Camera,11835.89,4,     
Meena Kumar,user130@example.com,8733614461,Hyderabad!!!,11-01-2022,Laptop,24434.32,4,     
Meena Sharma,user383@example.com,7237192182,Hyderabad!!!,13-02-2021,Tablet,3656.3,8,urgent!!!
Kiran Singh,user122@example.com,8130719319,  Bangalore  ,26-09-2022,Tablet,4121.79,5,deliver fast!!!
Anu Das,user379@example.com,8196925288,Hyderabad!!!,06-10-2024,Camera,8239.76,10,     
Kiran Singh,user492@example.com,,Delhi!!!,16-08-2022,Laptop,32364.09,9, !!!
Kiran Sharma,,8306529930,Chennai!!!,15-07-2023,Tablet,14848.4,6, !!!
John Kumar,user103@example.com,9589838284,Delhi!!!,15-04-2020,Laptop,24196.15,10,deliver fast!!!
Anu Kumar,user108@example.com,9282881849,  Hyderabad  ,09-06-2023,Mobile,23630.7,5,deliver fast!!!
Raj Sharma,,8679235120,  Chennai  ,14-04-2023,Laptop,44966.77,3,ok!!!
John Reddy,user346@example.com,8571541511,Mumbai!!!,17-02-2020,Tablet,17514.87,2,deliver fast!!!
John Singh,user314@example.com,9715949927,  Mumbai  ,13-11-2025,Laptop,5588.55,9,  deliver fast  
John Das,user340@example.com,,  Chennai  ,17-12-2023,Headphones,20559.46,2,  deliver fast  
Anu Sharma,user488@example.com,9621504240,  Bangalore  ,02-01-2022,Laptop,35758.22,6, !!!
Kiran Kumar,user467@example.com,9435162774,Delhi!!!,09-03-2021,Camera,11468.4,3,  review  
Anu Reddy,user366@example.com,7503795734,Chennai!!!,08-02-2020,Headphones,1485.82,8,  review  
Meena Sharma,user395@example.com,8215401802,Mumbai!!!,17-07-2022,Headphones,44644.61,3,ok!!!
Kiran Sharma,user439@example.com,,Delhi!!!,06-07-2020,Headphones,45732.14,10,  deliver fast  
Anu Kumar,user63@example.com,7261234825,Mumbai!!!,06-01-2025,Tablet,11041.82,1,urgent!!!
Anu Das,,,  Chennai  ,19-08-2023,Camera,21597.01,1,review!!!
Anu Reddy,user53@example.com,6391780618,Chennai!!!,16-08-2020,Tablet,27374.11,8,ok!!!
Anu Singh,user125@example.com,8762159009,  Delhi  ,09-05-2021,Laptop,4225.21,1,review!!!
Raj Kumar,user485@example.com,6130377731,  Bangalore  ,06-11-2020,Laptop,44932.41,2,  ok  
Raj Reddy,user81@example.com,,Bangalore!!!,15-07-2021,Camera,23117.54,7, !!!
Raj Kumar,user265@example.com,9583782982,Bangalore!!!,10-08-2021,Mobile,23821.73,4,  review  
John Kumar,user297@example.com,9452153069,  Delhi  ,23-10-2024,Headphones,22245.51,9,  ok  
Meena Kumar,,7655183748,  Hyderabad  ,15-05-2022,Laptop,20116.69,7,  ok  
John Kumar,user340@example.com,8975031038,  Mumbai  ,21-09-2023,Camera,26664.18,3,     
Meena Reddy,user474@example.com,9094860102,Hyderabad!!!,28-04-2023,Mobile,21014.95,1,  urgent  
Kiran Kumar,user483@example.com,8217027335,  Chennai  ,22-02-2022,Headphones,31233.66,7, !!!
Kiran Reddy,user359@example.com,9990965323,  Delhi  ,12-03-2020,Camera,11316.39,1,     
Raj Das,user218@example.com,7270546650,Mumbai!!!,06-04-2025,Headphones,13407.97,7,  ok  
Kiran Sharma,user491@example.com,,  Mumbai  ,09-09-2021,Headphones,27762.88,5,review!!!
John Reddy,user399@example.com,9951937277,  Chennai  ,28-03-2025,Camera,8412.49,2,review!!!
Anu Sharma,user350@example.com,6424635171,  Delhi  ,23-02-2025,Tablet,26280.77,7,  review  
Meena Kumar,user295@example.com,7295774127,Bangalore!!!,05-10-2025,Mobile,32377.02,6,     
Anu Kumar,user349@example.com,6273509649,Delhi!!!,06-02-2022,Camera,28161.94,10,review!!!
Meena Das,user84@example.com,7408514116,Mumbai!!!,22-03-2025,Tablet,22145.07,3,  deliver fast  
Meena Reddy,user337@example.com,6507977124,  Delhi  ,04-11-2021,Laptop,12762.18,9,  review  
Anu Das,user279@example.com,6674603493,Mumbai!!!,26-04-2025,Headphones,28206.35,2,  urgent  
John Das,user481@example.com,8836348840,  Bangalore  ,13-09-2021,Camera,48047.56,3,  deliver fast  
John Kumar,user193@example.com,9668876014,Delhi!!!,16-04-2021,Laptop,35819.25,4,deliver fast!!!
Meena Sharma,user491@example.com,6040739224,  Chennai  ,09-03-2022,Mobile,44444.54,8,  review  
Kiran Singh,user492@example.com,8980993504,Hyderabad!!!,13-11-2021,Tablet,4782.84,1,  urgent  
